time	V(n003)	V(n006)
3.294468692146612e-006	1.497801e+001	1.498736e+001
3.310093692146612e-006	1.497879e+001	1.498675e+001
3.325718692146612e-006	1.497958e+001	1.498623e+001
3.341343692146613e-006	1.498037e+001	1.498581e+001
3.356968692146613e-006	1.498116e+001	1.498546e+001
3.364781192146613e-006	1.498155e+001	1.498532e+001
3.372593692146614e-006	1.498195e+001	1.498520e+001
3.380406192146614e-006	1.498234e+001	1.498509e+001
3.388218692146614e-006	1.498273e+001	1.498500e+001
3.396031192146614e-006	1.498312e+001	1.498493e+001
3.403843692146614e-006	1.498350e+001	1.498487e+001
3.411656192146614e-006	1.498388e+001	1.498483e+001
3.419468692146615e-006	1.498426e+001	1.498480e+001
3.427281192146615e-006	1.498464e+001	1.498479e+001
3.435093692146615e-006	1.498501e+001	1.498479e+001
3.442906192146615e-006	1.498539e+001	1.498481e+001
3.450718692146615e-006	1.498575e+001	1.498483e+001
3.458531192146616e-006	1.498612e+001	1.498487e+001
3.466343692146616e-006	1.498648e+001	1.498492e+001
3.474156192146616e-006	1.498683e+001	1.498498e+001
3.481968692146616e-006	1.498719e+001	1.498505e+001
3.489781192146616e-006	1.498754e+001	1.498513e+001
3.497593692146617e-006	1.498788e+001	1.498522e+001
3.505406192146617e-006	1.498822e+001	1.498532e+001
3.513218692146617e-006	1.498855e+001	1.498543e+001
3.521031192146617e-006	1.498888e+001	1.498554e+001
3.528843692146617e-006	1.498921e+001	1.498566e+001
3.536656192146617e-006	1.498953e+001	1.498579e+001
3.544468692146618e-006	1.498985e+001	1.498593e+001
3.552281192146618e-006	1.499016e+001	1.498607e+001
3.560093692146618e-006	1.499047e+001	1.498622e+001
3.567906192146618e-006	1.499077e+001	1.498637e+001
3.583531192146619e-006	1.499135e+001	1.498669e+001
3.599156192146619e-006	1.499192e+001	1.498703e+001
3.614781192146619e-006	1.499247e+001	1.498738e+001
3.630406192146620e-006	1.499300e+001	1.498775e+001
