time	V(n003)	V(n006)
6.277375849665450e-006	4.472651e+000	1.134486e+001
6.285188349665450e-006	4.290946e+000	1.117670e+001
6.293000849665450e-006	4.114224e+000	1.100828e+001
6.300813349665450e-006	3.942386e+000	1.083972e+001
6.308625849665450e-006	3.775338e+000	1.067114e+001
6.316438349665451e-006	3.612984e+000	1.050265e+001
6.324250849665451e-006	3.455231e+000	1.033436e+001
6.332063349665451e-006	3.301986e+000	1.016638e+001
6.339875849665451e-006	3.153157e+000	9.998813e+000
6.347688349665451e-006	3.008652e+000	9.831749e+000
6.355500849665452e-006	2.868383e+000	9.665281e+000
6.363313349665452e-006	2.732260e+000	9.499496e+000
6.371125849665452e-006	2.600195e+000	9.334476e+000
6.378938349665452e-006	2.472103e+000	9.170300e+000
6.386750849665452e-006	2.347896e+000	9.007043e+000
6.394563349665453e-006	2.227490e+000	8.844774e+000
6.402375849665453e-006	2.110803e+000	8.683561e+000
6.410188349665453e-006	1.997751e+000	8.523468e+000
6.418000849665453e-006	1.888253e+000	8.364553e+000
6.425813349665453e-006	1.782229e+000	8.206874e+000
6.433625849665453e-006	1.679601e+000	8.050483e+000
6.441438349665454e-006	1.580290e+000	7.895431e+000
6.449250849665454e-006	1.484219e+000	7.741763e+000
6.457063349665454e-006	1.391313e+000	7.589525e+000
6.472688349665454e-006	1.214700e+000	7.289497e+000
6.488313349665455e-006	1.049867e+000	6.995644e+000
6.503938349665455e-006	8.962504e-001	6.708217e+000
6.519563349665456e-006	7.533053e-001	6.427432e+000
6.535188349665456e-006	6.205038e-001	6.153470e+000
6.550813349665456e-006	4.973361e-001	5.886476e+000
6.558625849665456e-006	4.392106e-001	5.755630e+000
6.566438349665457e-006	3.833104e-001	5.626566e+000
6.574250849665457e-006	3.295769e-001	5.499295e+000
6.582063349665457e-006	2.779523e-001	5.373826e+000
6.589875849665457e-006	2.283802e-001	5.250165e+000
6.597688349665457e-006	1.808048e-001	5.128317e+000
6.605500849665458e-006	1.351719e-001	5.008286e+000
6.613313349665458e-006	9.142798e-002	4.890075e+000
6.621125849665458e-006	4.952065e-002	4.773685e+000
6.628938349665458e-006	9.398594e-003	4.659114e+000
6.636750849665458e-006	-2.898852e-002	4.546362e+000
6.644563349665459e-006	-6.569001e-002	4.435427e+000
6.652375849665459e-006	-1.007542e-001	4.326304e+000
6.660188349665459e-006	-1.342284e-001	4.218989e+000
6.668000849665459e-006	-1.661589e-001	4.113475e+000
6.675813349665459e-006	-1.965912e-001	4.009757e+000
6.683625849665460e-006	-2.255697e-001	3.907826e+000
6.691438349665460e-006	-2.531378e-001	3.807674e+000
6.699250849665460e-006	-2.793381e-001	3.709291e+000
6.707063349665460e-006	-3.042122e-001	3.612668e+000
6.714875849665460e-006	-3.278009e-001	3.517792e+000
6.722688349665460e-006	-3.501440e-001	3.424654e+000
6.730500849665461e-006	-3.712804e-001	3.333239e+000
6.738313349665461e-006	-3.912481e-001	3.243536e+000
6.746125849665461e-006	-4.100845e-001	3.155530e+000
6.753938349665461e-006	-4.278257e-001	3.069208e+000
6.761750849665461e-006	-4.445074e-001	2.984555e+000
6.769563349665462e-006	-4.601643e-001	2.901556e+000
6.785188349665462e-006	-4.885382e-001	2.740457e+000
6.800813349665462e-006	-5.132089e-001	2.585780e+000
6.816438349665463e-006	-5.344255e-001	2.437391e+000
6.832063349665463e-006	-5.524253e-001	2.295147e+000
6.855500849665464e-006	-5.738834e-001	2.092987e+000
6.878938349665464e-006	-5.893223e-001	1.903823e+000
6.902375849665465e-006	-5.994022e-001	1.727139e+000
6.925813349665465e-006	-6.047322e-001	1.562409e+000
6.949250849665466e-006	-6.048408e-001	1.410395e+000
6.972688349665467e-006	-6.023432e-001	1.267976e+000
6.996125849665467e-006	-5.972392e-001	1.135152e+000
7.019563349665468e-006	-5.895289e-001	1.011922e+000
7.043000849665468e-006	-5.792123e-001	8.982880e-001
7.066438349665469e-006	-5.662894e-001	7.942485e-001
